"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2017,9/14/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2018,9/11/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
8,"SC","Santa Cruz Island","PB","Pelican Bay",11011.00,"Pisaster ochraceus","ochre sea star",2019,8/22/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1996,9/30/1996 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1997,7/21/1997 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1998,8/3/1998 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1999,8/2/1999 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2000,7/31/2000 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2002,8/5/2002 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,8/18/2003 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,8/9/2004 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2005,9/5/2005 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2006,8/21/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2007,9/10/2007 0:00:00,4.00,0.01,0.08,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2008,9/8/2008 0:00:00,19.00,0.09,0.23,0.03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2009,10/5/2009 0:00:00,34.00,0.17,0.45,0.07,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2010,8/16/2010 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2011,8/19/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2012,8/16/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2013,8/27/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2014,8/26/2014 0:00:00,5.00,0.02,0.09,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2015,9/17/2015 0:00:00,15.00,0.07,0.17,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2016,8/25/2016 0:00:00,7.00,0.03,0.08,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2017,8/8/2017 0:00:00,91.00,0.45,0.39,0.06,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2018,8/6/2018 0:00:00,105.00,0.52,0.68,0.10,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2019,6/6/2019 0:00:00,87.00,0.43,0.40,0.06,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1996,9/30/1996 0:00:00,4.00,0.01,0.12,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1997,7/21/1997 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1998,8/3/1998 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1999,8/2/1999 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2000,7/31/2000 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2001,8/13/2001 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2002,8/5/2002 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,8/18/2003 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,8/9/2004 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2005,9/5/2005 0:00:00,4.00,0.01,0.08,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2006,8/21/2006 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2007,9/10/2007 0:00:00,44.00,0.21,0.85,0.13,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2008,9/8/2008 0:00:00,27.00,0.13,0.38,0.06,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2009,10/5/2009 0:00:00,30.00,0.15,0.37,0.05,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2010,8/16/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2011,8/19/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2012,8/16/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2013,8/27/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2014,8/26/2014 0:00:00,120.00,0.60,1.54,0.24,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2015,9/17/2015 0:00:00,94.00,0.46,0.75,0.11,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2016,8/25/2016 0:00:00,398.00,1.99,0.97,0.15,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2017,8/8/2017 0:00:00,181.00,0.90,0.95,0.15,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2018,8/6/2018 0:00:00,1171.00,5.85,4.31,0.68,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2019,6/6/2019 0:00:00,81.00,0.40,0.46,0.07,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,8/16/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,8/19/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,8/16/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,8/27/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,8/26/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,9/17/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,8/25/2016 0:00:00,9.00,0.04,0.13,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,8/8/2017 0:00:00,65.00,0.32,0.53,0.08,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,8/6/2018 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,6/6/2019 0:00:00,13.00,0.06,0.19,0.03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,8/16/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,8/19/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,8/16/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,8/27/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,8/26/2014 0:00:00,34.00,0.17,0.38,0.06,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,9/17/2015 0:00:00,2724.00,13.61,17.58,2.78,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,8/25/2016 0:00:00,12151.00,60.75,58.10,9.18,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,8/8/2017 0:00:00,8318.00,41.59,31.21,4.93,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2018,8/6/2018 0:00:00,2549.00,12.74,11.09,1.75,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2019,6/6/2019 0:00:00,1173.00,5.86,7.26,1.14,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",1996,9/30/1996 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",1997,7/21/1997 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",1998,8/3/1998 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",1999,8/2/1999 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2000,7/31/2000 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2001,8/13/2001 0:00:00,5.00,0.02,0.06,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2002,8/5/2002 0:00:00,31.00,0.15,0.18,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2003,8/18/2003 0:00:00,12.00,0.05,0.12,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2004,8/9/2004 0:00:00,14.00,0.07,0.10,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2005,9/5/2005 0:00:00,11.00,0.05,0.10,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2006,8/21/2006 0:00:00,4.00,0.01,0.06,9.60768945515156e-03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2007,9/10/2007 0:00:00,11.00,0.05,0.13,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2008,9/8/2008 0:00:00,12.00,0.05,0.11,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2009,10/5/2009 0:00:00,15.00,0.07,0.13,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2010,8/16/2010 0:00:00,21.00,0.10,0.15,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2011,8/19/2011 0:00:00,53.00,0.26,0.24,0.03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2012,8/16/2012 0:00:00,36.00,0.18,0.20,0.03,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2013,8/27/2013 0:00:00,17.00,0.08,0.14,0.02,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2014,8/26/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2015,9/17/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2016,8/25/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2017,8/8/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2018,8/6/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11002.00,"Pisaster giganteus","giant-spined sea star",2019,6/6/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2012,8/16/2012 0:00:00,3.00,0.01,0.06,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2013,8/27/2013 0:00:00,9.00,0.04,0.10,0.01,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2014,8/26/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2015,9/17/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2016,8/25/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2017,8/8/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2018,8/6/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
9,"SC","Santa Cruz Island","SA","Scorpion Anchorage",11011.00,"Pisaster ochraceus","ochre sea star",2019,6/6/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1996,8/19/1996 0:00:00,9.00,0.04,0.08,0.01,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1997,8/4/1997 0:00:00,8.00,0.03,0.12,0.01,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1998,8/24/1998 0:00:00,0.00,0.00,0.00,0.00,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1999,7/19/1999 0:00:00,0.00,0.00,0.00,0.00,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2000,6/26/2000 0:00:00,0.00,0.00,0.00,0.00,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2001,6/25/2001 0:00:00,0.00,0.00,0.00,0.00,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,40,200.00
10,"SC","Santa Cruz Island","YB","Yellow Banks",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,8/4/2003 0:00:00,4.00,0.01,0.07,0.01,40,200.00
