"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","TransectsSampled","TotalAreaSurveyed_sqm"
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2003,8/18/2003 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2008,7/28/2008 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2009,6/1/2009 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2010,6/28/2010 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2011,9/12/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2012,7/24/2012 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2013,9/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2014,8/11/2014 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2015,6/8/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2016,7/26/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2017,7/11/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2018,7/12/2018 0:00:00,2.00,2.77777784503996e-03,9.62250493466854e-03,2.77777784503996e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9002.00,"Haliotis rufescens","red abalone",2019,10/7/2019 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1983,9/13/1983 0:00:00,0.00,0.00,0.00,0.00,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1984,8/28/1984 0:00:00,0.00,0.00,0.00,0.00,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1985,8/27/1985 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1986,7/28/1986 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1987,8/13/1987 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1988,9/19/1988 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1989,7/24/1989 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1990,7/9/1990 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1991,7/9/1991 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1992,7/13/1992 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1993,7/12/1993 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1994,9/15/1994 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1995,8/21/1995 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1996,7/8/1996 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1997,7/21/1997 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2000,7/31/2000 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2003,8/18/2003 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2008,7/28/2008 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2009,6/1/2009 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2010,6/28/2010 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2011,9/12/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2012,7/24/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2013,9/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2014,8/11/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2015,6/8/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2016,7/26/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2017,7/11/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2018,7/12/2018 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9003.00,"Haliotis corrugata","pink abalone",2019,10/7/2019 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1983,9/13/1983 0:00:00,0.00,0.00,0.00,0.00,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1984,8/28/1984 0:00:00,0.00,0.00,0.00,0.00,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1985,8/27/1985 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1986,7/28/1986 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1987,8/13/1987 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1988,9/19/1988 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1989,7/24/1989 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1990,7/9/1990 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1991,7/9/1991 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1992,7/13/1992 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1993,7/12/1993 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1994,9/15/1994 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1995,8/21/1995 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1996,7/8/1996 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1997,7/21/1997 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1998,7/6/1998 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",1999,6/28/1999 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2000,7/31/2000 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2001,7/16/2001 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2002,7/8/2002 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2003,8/18/2003 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2004,7/26/2004 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2005,6/13/2005 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2006,6/19/2006 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2007,7/9/2007 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2008,7/28/2008 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2009,6/1/2009 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2010,6/28/2010 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2011,9/12/2011 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2012,7/24/2012 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2013,9/19/2013 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2014,8/11/2014 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2015,6/8/2015 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2016,7/26/2016 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2017,7/11/2017 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2018,7/12/2018 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9004.00,"Haliotis fulgens","green abalone",2019,10/7/2019 0:00:00,0.00,0.00,0.00,0.00,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1983,9/13/1983 0:00:00,0.00,0.00,0.00,0.00,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1984,8/28/1984 0:00:00,9.00,0.02,0.04,0.01,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1985,8/27/1985 0:00:00,56.00,0.07,0.13,0.03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1986,7/28/1986 0:00:00,43.00,0.05,0.06,0.01,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1987,8/13/1987 0:00:00,22.00,0.03,0.04,0.01,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1988,9/19/1988 0:00:00,4.00,5.55555569007993e-03,0.01,3.13375587575138e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1989,7/24/1989 0:00:00,8.00,0.01,0.01,4.27058944478631e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1990,7/9/1990 0:00:00,2.00,2.77777784503996e-03,6.4874910749495e-03,1.87277735676616e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1991,7/9/1991 0:00:00,3.00,4.16666688397527e-03,7.53778358921409e-03,2.17597070150077e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1992,7/13/1992 0:00:00,8.00,0.01,0.01,4.27058944478631e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1993,7/12/1993 0:00:00,7.00,9.72222257405519e-03,0.01,4.33174660429358e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1994,9/15/1994 0:00:00,69.00,0.09,0.16,0.04,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1995,8/21/1995 0:00:00,114.00,0.15,0.23,0.06,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1996,7/8/1996 0:00:00,35.00,0.04,0.08,0.02,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1997,7/21/1997 0:00:00,8.00,0.01,0.02,8.54117888957262e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1998,7/6/1998 0:00:00,9.00,0.01,0.02,7.14360876008868e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",1999,6/28/1999 0:00:00,13.00,0.01,0.01,5.21359173581004e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2000,7/31/2000 0:00:00,2.00,2.77777784503996e-03,9.62250493466854e-03,2.77777784503996e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2001,7/16/2001 0:00:00,10.00,0.01,0.01,4.51024528592825e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2002,7/8/2002 0:00:00,1.00,1.38888892251998e-03,4.81125246733427e-03,1.38888892251998e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2003,8/18/2003 0:00:00,16.00,0.02,0.02,6.26751175150275e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2004,7/26/2004 0:00:00,7.00,9.72222257405519e-03,0.02,5.96649339422584e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2005,6/13/2005 0:00:00,8.00,0.01,0.01,5.55555569007993e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2006,6/19/2006 0:00:00,15.00,0.02,0.01,5.07726473733783e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2007,7/9/2007 0:00:00,54.00,0.07,0.07,0.02,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2008,7/28/2008 0:00:00,98.00,0.13,0.09,0.02,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2009,6/1/2009 0:00:00,83.00,0.11,0.08,0.02,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2010,6/28/2010 0:00:00,27.00,0.03,0.03,9.64980199933052e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2011,9/12/2011 0:00:00,17.00,0.02,0.03,0.01,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2012,7/24/2012 0:00:00,34.00,0.04,0.02,8.4170876070857e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2013,9/19/2013 0:00:00,23.00,0.03,0.02,6.94444449618459e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2014,8/11/2014 0:00:00,18.00,0.02,0.02,8.58214404433966e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2015,6/8/2015 0:00:00,14.00,0.01,0.02,6.09732139855623e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2016,7/26/2016 0:00:00,189.00,0.26,0.14,0.04,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2017,7/11/2017 0:00:00,302.00,0.41,0.20,0.06,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2018,7/12/2018 0:00:00,283.00,0.39,0.28,0.08,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9006.00,"Kelletia kelletii","Kellet's whelk",2019,10/7/2019 0:00:00,360.00,0.50,0.29,0.08,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1983,9/13/1983 0:00:00,4.00,9.99999977648258e-03,0.02,7.63762602582574e-03,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1984,8/28/1984 0:00:00,8.00,0.01,0.02,7.26483156904578e-03,10,400.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1985,8/27/1985 0:00:00,25.00,0.03,0.06,0.01,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1986,7/28/1986 0:00:00,30.00,0.04,0.04,0.01,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1987,8/13/1987 0:00:00,49.00,0.06,0.08,0.02,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1988,9/19/1988 0:00:00,23.00,0.03,0.03,8.8139995932579e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1989,7/24/1989 0:00:00,26.00,0.03,0.03,9.8030548542738e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1990,7/9/1990 0:00:00,7.00,9.72222257405519e-03,8.58214404433966e-03,2.47745169326663e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1991,7/9/1991 0:00:00,6.00,8.33333376795053e-03,0.01,3.24374553747475e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1992,7/13/1992 0:00:00,17.00,0.02,0.03,9.50330775231123e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1993,7/12/1993 0:00:00,10.00,0.01,0.01,5.74182672426105e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1994,9/15/1994 0:00:00,15.00,0.02,0.02,7.14360876008868e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1995,8/21/1995 0:00:00,12.00,0.01,0.02,7.39687820896506e-03,12,720.00
5,"SR","Santa Rosa Island","RR","Rodes Reef",9009.00,"Megathura crenulata","giant keyhole limpet",1996,7/8/1996 0:00:00,13.00,0.01,0.02,8.06599855422974e-03,12,720.00
